transaction_id,transaction_at,business_date,processor,venue_area,terminal_id,reference_id,auth_code,tender_type,transaction_type,amount,settlement_status,batch_id,source_file,discrepancy_count,discrepancy_types,recommended_actions
txn-03525,2026-04-03 19:01:13,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-102,INV-S4-107980,AUTH3836,VISA,SALE,40.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03526,2026-04-03 19:01:15,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-202181,FP56789,CARD,SALE,175.41,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03527,2026-04-03 19:01:16,2026-04-03,Shift4,SEC-302-BAR,TERM-132,INV-S4-101599,AUTH9171,VISA,SALE,14.58,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03528,2026-04-03 19:01:17,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302324,,AMAZON,SALE,74.06,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03529,2026-04-03 19:01:19,2026-04-03,Shift4,SEC-302-BAR,TERM-112,INV-S4-106900,AUTH3705,MC,SALE,36.92,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03530,2026-04-03 19:01:21,2026-04-03,Shift4,SEC-302-BAR,TERM-132,INV-S4-110523,AUTH3861,VISA,SALE,27.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03531,2026-04-03 19:01:21,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-2,T2-500350,T2REF14990,CREDIT,SALE,56.49,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03532,2026-04-03 19:01:22,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-19,REQ-FP-201395,FP49532,CARD,SALE,184.42,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03533,2026-04-03 19:01:23,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-19,REQ-FP-202395,FP74318,CARD,SALE,270.95,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03534,2026-04-03 19:01:24,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-4,SG-ORD-400662,SG92395,CREDIT,SALE,75.79,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03535,2026-04-03 19:01:24,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-7,SG-ORD-401209,SG24334,MOBILE_PAY,REFUND,272.52,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,1,Refund requires offset review,Match this refund against the original sale and settlement batch.
txn-03536,2026-04-03 19:01:24,2026-04-03,Tapin2,SUITE-DELIVERY,T2-KIOSK-3,T2-501565,T2REF49880,COMP,SALE,44.58,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03537,2026-04-03 19:01:25,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300869,,AMAZON,SALE,49.47,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03538,2026-04-03 19:01:25,2026-04-03,Shift4,SEC-302-BAR,TERM-130,INV-S4-108570,AUTH9352,VISA,SALE,38.74,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03539,2026-04-03 19:01:25,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-112,INV-S4-110401,AUTH8880,VISA,SALE,26.08,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03540,2026-04-03 19:01:27,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-2,SG-ORD-401276,SG32359,CREDIT,SALE,54.17,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03541,2026-04-03 19:01:27,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-118,INV-S4-101874,AUTH4527,VISA,SALE,12.17,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03542,2026-04-03 19:01:27,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-148,INV-S4-107376,AUTH6067,VISA,SALE,14.58,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03543,2026-04-03 19:01:29,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-15,REQ-FP-202680,FP13738,CARD,SALE,380.36,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03544,2026-04-03 19:01:30,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-4,SG-ORD-402119,SG87931,MOBILE_PAY,SALE,322.27,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03545,2026-04-03 19:01:30,2026-04-03,Shift4,SEC-302-BAR,TERM-149,INV-S4-101886,AUTH4157,DISC,SALE,30.59,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03546,2026-04-03 19:01:31,2026-04-03,Shift4,SEC-302-BAR,TERM-136,INV-S4-105462,AUTH4138,VISA,SALE,9.35,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03547,2026-04-03 19:01:32,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300508,,AMAZON,SALE,22.67,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03548,2026-04-03 19:01:34,2026-04-03,Shift4,MERCH-MAIN,TERM-147,INV-S4-100238,AUTH1053,VISA,SALE,30.81,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03549,2026-04-03 19:01:35,2026-04-03,Shift4,SEC-302-BAR,TERM-120,INV-S4-103698,AUTH4681,DISC,SALE,10.39,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03550,2026-04-03 19:01:35,2026-04-03,Shift4,MERCH-MAIN,TERM-136,INV-S4-107824,AUTH3858,VISA,SALE,11.89,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03551,2026-04-03 19:01:36,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-200219,FP52685,CARD,SALE,129.27,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03552,2026-04-03 19:01:37,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-144,INV-S4-111407,AUTH2113,VISA,SALE,32.76,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03553,2026-04-03 19:01:38,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-18,REQ-FP-203968,FP95658,CARD,SALE,487.05,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03554,2026-04-03 19:01:38,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-7,SG-ORD-400016,SG73250,CREDIT,SALE,199.41,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03555,2026-04-03 19:01:38,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-139,INV-S4-105475,AUTH5920,VISA,SALE,35.26,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03556,2026-04-03 19:01:39,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-6,SG-ORD-400849,SG72266,DEBIT,SALE,154.91,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03557,2026-04-03 19:01:39,2026-04-03,Shift4,SEC-302-BAR,TERM-118,INV-S4-109499,AUTH9338,VISA,SALE,21.93,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03558,2026-04-03 19:01:41,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300814,,AMAZON,SALE,44.87,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03559,2026-04-03 19:01:41,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-19,REQ-FP-202464,FP75776,CARD,SALE,408.37,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03560,2026-04-03 19:01:41,2026-04-03,Shift4,SEC-302-BAR,TERM-110,INV-S4-105335,AUTH5172,MC,SALE,21.4,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03561,2026-04-03 19:01:42,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300932,,AMAZON,SALE,72.35,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03562,2026-04-03 19:01:42,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-3,SG-ORD-400061,SG85515,CREDIT,SALE,337.23,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03563,2026-04-03 19:01:42,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-5,SG-ORD-401104,SG79219,CREDIT,SALE,64.57,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03564,2026-04-03 19:01:43,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300513,,AMAZON,SALE,57.41,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03565,2026-04-03 19:01:43,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-13,REQ-FP-200426,FP34013,CARD,SALE,182.07,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03566,2026-04-03 19:01:43,2026-04-03,Shift4,SEC-302-BAR,TERM-140,INV-S4-110817,AUTH3193,MC,SALE,31.14,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03567,2026-04-03 19:01:44,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-5,SG-ORD-401401,SG52452,DEBIT,SALE,312.11,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03568,2026-04-03 19:01:44,2026-04-03,Tapin2,SUITE-DELIVERY,T2-KIOSK-6,T2-500793,T2REF37784,APP_PAY,SALE,41.89,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03569,2026-04-03 19:01:45,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-17,REQ-FP-200044,FP65445,CARD,SALE,107.25,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03570,2026-04-03 19:01:45,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-201128,FP48747,CARD,SALE,255.6,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03571,2026-04-03 19:01:45,2026-04-03,Shift4,SEC-302-BAR,TERM-116,INV-S4-111040,AUTH5411,VISA,SALE,44.42,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03572,2026-04-03 19:01:46,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301327,,AMAZON,SALE,62.66,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03573,2026-04-03 19:01:46,2026-04-03,Shift4,MERCH-MAIN,TERM-134,INV-S4-100363,AUTH3910,VISA,SALE,34.18,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03574,2026-04-03 19:01:46,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-116,INV-S4-106136,AUTH6831,DISC,SALE,18.41,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03575,2026-04-03 19:01:47,2026-04-03,Shift4,MERCH-MAIN,TERM-137,INV-S4-101199,AUTH9034,VISA,SALE,18.4,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03576,2026-04-03 19:01:47,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-132,INV-S4-109199,AUTH2905,MC,SALE,37.4,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03577,2026-04-03 19:01:47,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-1,T2-501498,T2REF98405,APP_PAY,SALE,64.88,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03578,2026-04-03 19:01:48,2026-04-03,Shift4,MERCH-MAIN,TERM-111,INV-S4-109170,AUTH1964,VISA,SALE,38.62,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03579,2026-04-03 19:01:49,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-14,REQ-FP-203200,FP82993,CARD,SALE,188.69,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03580,2026-04-03 19:01:49,2026-04-03,Shift4,MERCH-MAIN,TERM-140,INV-S4-104606,AUTH1193,VISA,SALE,18.97,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03581,2026-04-03 19:01:49,2026-04-03,Shift4,MERCH-MAIN,TERM-131,INV-S4-104727,AUTH7759,VISA,SALE,34.51,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03582,2026-04-03 19:01:50,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-3,SG-ORD-401119,SG91638,CREDIT,SALE,147.76,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03583,2026-04-03 19:01:50,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-139,INV-S4-102650,AUTH2466,AMEX,SALE,11.85,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03584,2026-04-03 19:01:50,2026-04-03,Shift4,MERCH-MAIN,TERM-107,INV-S4-109511,AUTH7272,VISA,SALE,35.43,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03585,2026-04-03 19:01:51,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-115,INV-S4-101763,AUTH2946,MC,SALE,28.94,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03586,2026-04-03 19:01:52,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-12,REQ-FP-201483,FP73963,CARD,SALE,429.43,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03587,2026-04-03 19:01:53,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-2,SG-ORD-402464,SG58137,CREDIT,SALE,58.12,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03588,2026-04-03 19:01:54,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-7,SG-ORD-402340,SG75401,CREDIT,SALE,246.36,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03589,2026-04-03 19:01:54,2026-04-03,Shift4,SEC-302-BAR,TERM-118,INV-S4-103893,AUTH7118,AMEX,SALE,32.74,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03590,2026-04-03 19:01:54,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-149,INV-S4-103930,AUTH2458,AMEX,SALE,14.39,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03591,2026-04-03 19:01:54,2026-04-03,Shift4,MERCH-MAIN,TERM-128,INV-S4-104520,AUTH9408,MC,SALE,25.15,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03592,2026-04-03 19:01:57,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-7,SG-ORD-401031,SG79445,DEBIT,REFUND,182.23,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,1,Refund requires offset review,Match this refund against the original sale and settlement batch.
txn-03593,2026-04-03 19:01:57,2026-04-03,Shift4,MERCH-MAIN,TERM-144,INV-S4-103797,AUTH2700,MC,SALE,24.89,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03594,2026-04-03 19:01:59,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-17,REQ-FP-201416,FP96460,CARD,SALE,217.51,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03595,2026-04-03 19:01:59,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-14,REQ-FP-204150,FP79379,CARD,SALE,444.6,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03596,2026-04-03 19:01:59,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-123,INV-S4-105583,AUTH3538,VISA,SALE,24.18,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03597,2026-04-03 19:02:00,2026-04-03,SeatGeek,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-401174,SG23535,MOBILE_PAY,SALE,70.79,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03598,2026-04-03 19:02:00,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-11,T2-500897,T2REF13288,COMP,SALE,42.66,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03599,2026-04-03 19:02:01,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300833,,AMAZON,SALE,31.5,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03600,2026-04-03 19:02:01,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301669,,AMAZON,SALE,44.71,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03601,2026-04-03 19:02:01,2026-04-03,Shift4,MERCH-MAIN,TERM-129,INV-S4-110815,AUTH2957,MC,SALE,13.23,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03602,2026-04-03 19:02:03,2026-04-03,Shift4,MERCH-MAIN,TERM-125,INV-S4-111644,AUTH4643,MC,SALE,10.52,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03603,2026-04-03 19:02:04,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-6,T2-501061,T2REF81622,CREDIT,SALE,50.07,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03604,2026-04-03 19:02:05,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-16,REQ-FP-201329,FP29572,CARD,SALE,334.51,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03605,2026-04-03 19:02:05,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-6,SG-ORD-401672,SG91533,CREDIT,SALE,117.93,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03606,2026-04-03 19:02:05,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-128,INV-S4-100305,AUTH7198,VISA,SALE,37.16,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03607,2026-04-03 19:02:05,2026-04-03,Shift4,SEC-302-BAR,TERM-119,INV-S4-104134,AUTH9747,VISA,SALE,23.17,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03608,2026-04-03 19:02:06,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-200174,FP74443,CARD,SALE,109.5,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03609,2026-04-03 19:02:07,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-200861,FP75938,CARD,SALE,305.4,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03610,2026-04-03 19:02:07,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-3,SG-ORD-402107,SG73342,DEBIT,SALE,260.62,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03611,2026-04-03 19:02:07,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-7,SG-ORD-402705,SG28464,CREDIT,SALE,97.7,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03612,2026-04-03 19:02:07,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-7,T2-501329,T2REF56876,APP_PAY,SALE,19.28,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03613,2026-04-03 19:02:08,2026-04-03,SeatGeek,PREMIUM-SUITE-ENTRY,SG-BOX-7,SG-ORD-402637,SG81854,CREDIT,SALE,250.85,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03614,2026-04-03 19:02:08,2026-04-03,Shift4,MERCH-MAIN,TERM-136,INV-S4-101764,AUTH4139,VISA,SALE,26.9,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03615,2026-04-03 19:02:08,2026-04-03,Shift4,SEC-302-BAR,TERM-145,INV-S4-106057,AUTH6439,VISA,SALE,10.52,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03616,2026-04-03 19:02:09,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-10,REQ-FP-204312,FP92946,CARD,SALE,249.3,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03617,2026-04-03 19:02:11,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-2,SG-ORD-402345,SG47488,MOBILE_PAY,SALE,191.77,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03618,2026-04-03 19:02:11,2026-04-03,Shift4,MERCH-MAIN,TERM-115,INV-S4-106890,AUTH1147,VISA,SALE,37.63,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03619,2026-04-03 19:02:12,2026-04-03,Shift4,SEC-302-BAR,TERM-111,INV-S4-104748,AUTH6284,VISA,SALE,10.27,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03620,2026-04-03 19:02:13,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-11,REQ-FP-201255,FP66777,CARD,SALE,335.84,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03621,2026-04-03 19:02:13,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-130,INV-S4-104487,AUTH7613,VISA,SALE,40.63,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03622,2026-04-03 19:02:13,2026-04-03,Shift4,MERCH-MAIN,TERM-144,INV-S4-110036,AUTH8128,AMEX,SALE,15.96,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03623,2026-04-03 19:02:14,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-204628,FP99045,CARD,SALE,296.29,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03624,2026-04-03 19:02:14,2026-04-03,Shift4,MERCH-MAIN,TERM-130,INV-S4-103684,AUTH4098,VISA,SALE,42.53,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03625,2026-04-03 19:02:15,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300991,,AMAZON,SALE,50.41,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03626,2026-04-03 19:02:16,2026-04-03,Shift4,SEC-302-BAR,TERM-109,INV-S4-108136,AUTH2246,MC,SALE,12.31,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03627,2026-04-03 19:02:17,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-10,REQ-FP-201076,FP73077,CARD,SALE,456.67,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03628,2026-04-03 19:02:17,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-12,REQ-FP-201669,FP14472,CARD,SALE,415.44,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03629,2026-04-03 19:02:17,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-17,REQ-FP-203886,FP38048,CARD,SALE,305.52,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03630,2026-04-03 19:02:17,2026-04-03,Shift4,SEC-302-BAR,TERM-107,INV-S4-105047,AUTH3082,VISA,SALE,16.3,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03631,2026-04-03 19:02:18,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300245,,AMAZON,SALE,17.59,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03632,2026-04-03 19:02:18,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-10,REQ-FP-202897,FP82852,CARD,SALE,156.5,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03633,2026-04-03 19:02:19,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-204049,FP92384,CARD,SALE,462.21,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03634,2026-04-03 19:02:19,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-124,INV-S4-104242,AUTH3531,VISA,SALE,35.89,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03635,2026-04-03 19:02:20,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-1,SG-ORD-402365,SG88689,CREDIT,SALE,89.33,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-03636,2026-04-03 19:02:20,2026-04-03,Shift4,SEC-302-BAR,TERM-141,INV-S4-105060,AUTH1490,AMEX,SALE,24.04,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03637,2026-04-03 19:02:21,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-11,REQ-FP-202457,FP20524,CARD,SALE,430.4,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03638,2026-04-03 19:02:22,2026-04-03,Shift4,MERCH-MAIN,TERM-117,INV-S4-103907,AUTH5091,MC,SALE,44.73,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03639,2026-04-03 19:02:23,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301949,,AMAZON,SALE,74.05,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03640,2026-04-03 19:02:23,2026-04-03,Shift4,MERCH-MAIN,TERM-135,INV-S4-102107,AUTH1902,MC,SALE,12.71,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03641,2026-04-03 19:02:24,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-202169,FP24900,CARD,SALE,375.12,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03642,2026-04-03 19:02:24,2026-04-03,Shift4,SEC-302-BAR,TERM-105,INV-S4-103393,AUTH4133,AMEX,SALE,32.47,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03643,2026-04-03 19:02:24,2026-04-03,Shift4,SEC-302-BAR,TERM-121,INV-S4-103676,AUTH8962,VISA,SALE,20.63,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03644,2026-04-03 19:02:24,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-2,T2-501387,T2REF51606,APP_PAY,SALE,16.14,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-03645,2026-04-03 19:02:25,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300481,,AMAZON,SALE,54.39,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03646,2026-04-03 19:02:25,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301127,,AMAZON,SALE,28.75,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03647,2026-04-03 19:02:27,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300268,,AMAZON,SALE,51.66,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-03648,2026-04-03 19:02:27,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-16,REQ-FP-203161,FP74351,CARD,SALE,254.44,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-03649,2026-04-03 19:02:27,2026-04-03,Shift4,SEC-302-BAR,TERM-135,INV-S4-107090,AUTH4508,MC,SALE,42.04,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-03650,2026-04-03 19:02:28,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-4,SG-ORD-401594,SG28927,DEBIT,SALE,194.69,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
